Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/destinos/,741,0,550,669.1726519568376,9.130200000072364,2738.8996000008774,3203.0,12.448483148816917,0.0,550,630,690,770,1100,2200,2500,2500,2700,2700,2700
GET,GET /api/destinos/?destacado,164,0,440,535.3615304878897,8.683800000653719,2558.660200000304,2318.0,2.7551298736922734,0.0,440,530,600,620,800,2100,2200,2300,2600,2600,2600
GET,GET /api/paquetes/,528,0,720,763.2888276514293,15.195199999652687,2956.748599999628,11973.0,8.870174227497074,0.0,720,870,960,1000,1400,2100,2300,2600,3000,3000,3000
GET,GET /api/vuelos/,362,0,5100,4752.856502762377,56.60679999891727,7557.778399999734,18052.0,6.081445209003676,0.0,5100,5300,5500,5600,6200,6600,6900,7000,7600,7600,7600
,Aggregated,1795,0,660,1508.1931928133533,8.683800000653719,7557.778399999734,8696.458495821727,30.15523245900994,0.0,660,900,1400,2400,5100,5500,6300,6600,7200,7600,7600
